# Summary stats for batch processing of regression models
# timestamp: 2018-05-08 23:36:43
# NJG
# ------------------------

"ID","fileName","slope","pVal","r2"
1,"ranFile001.csv",0.184043712550845,0.207558075489898,0.0476896688443888
2,"ranFile002.csv",0.0119429186143541,0.909088875996708,0.000154291503306493
3,"ranFile003.csv",0.0809595933240262,0.827348251469293,0.0104517284813059
4,"ranFile004.csv",0.182726507352757,0.173624816506674,0.0287330056005602
5,"ranFile005.csv",-0.0209663908425552,0.904305609619319,0.000407026995722873
6,"ranFile006.csv",0.0930854408940908,0.493582624089544,0.00888755393815452
7,"ranFile007.csv",0.0729942537425262,0.69893527712433,0.00562764947746752
8,"ranFile008.csv",-0.0592141370566501,0.786760450461315,0.00583262032950813
9,"ranFile009.csv",-0.171656351042018,0.228000386312141,0.0295180058214544
10,"ranFile010.csv",-0.0228812215074373,0.83988733573487,0.00052654942378339
11,"ranFile011.csv",-0.0743334731224185,0.536560894958482,0.00525429722043957
12,"ranFile012.csv",0.152122521852096,0.643168317854926,0.0170088239196924
13,"ranFile013.csv",0.0411831300515187,0.759223807842356,0.0017221541432279
14,"ranFile014.csv",0.0101665018698952,0.931417734477627,0.000109717440344169
15,"ranFile015.csv",-0.286402188524883,0.0226034809914518,0.0836575008820794
16,"ranFile016.csv",0.13171423894329,0.347486021680447,0.0259990187483315
17,"ranFile017.csv",-0.22072956108474,0.329858353775224,0.0339291359574481
18,"ranFile018.csv",-0.0526693525928713,0.722502202501837,0.00211713716356072
19,"ranFile019.csv",0.0316078404372291,0.879758814927227,0.000973096577547086
20,"ranFile020.csv",-0.18781627934259,0.0969337113200492,0.032844687310759
21,"ranFile021.csv",0.0388083602759996,0.777815644424703,0.00187148016407928
22,"ranFile022.csv",-0.116809763450485,0.354235250553439,0.0159127632759205
23,"ranFile023.csv",0.102855924311449,0.377389552896478,0.0116483244130669
24,"ranFile024.csv",0.00366467781206966,0.971832331081014,1.5297943959236e-05
25,"ranFile025.csv",-0.0313751738750691,0.833973444314308,0.000805798850016364
26,"ranFile026.csv",0.201546213430877,0.191663963258388,0.0433083677186993
27,"ranFile027.csv",-0.0806746812348999,0.460865990950767,0.0072724360876915
28,"ranFile028.csv",0.119177787836025,0.483224168897084,0.0100838192899911
29,"ranFile029.csv",-0.0427350829997684,0.716514380020445,0.00184240711513599
30,"ranFile030.csv",0.0623472923602967,0.581280005058784,0.00381864341920895
31,"ranFile031.csv",-0.0806465560984784,0.588592355202103,0.00798215927508555
32,"ranFile032.csv",-0.0792255309500463,0.491559374445511,0.00678403430130345
33,"ranFile033.csv",0.147735328417668,0.590898407982436,0.0163682415154471
34,"ranFile034.csv",0.168857938800628,0.481394139113756,0.0192473556773938
35,"ranFile035.csv",0.107582831538444,0.379948931404154,0.00918925206668268
36,"ranFile036.csv",0.162178888396427,0.437273314166664,0.0264548254805959
37,"ranFile037.csv",0.0079400017076316,0.948754936888054,5.2617698838961e-05
38,"ranFile038.csv",-0.211818947773275,0.232355981284624,0.0429321452741953
39,"ranFile039.csv",-0.0966972102964282,0.47174390092665,0.00945706528841209
40,"ranFile040.csv",-0.243320620075562,0.343896635963213,0.0748551950199472
41,"ranFile041.csv",-0.0169050994955247,0.883428491100853,0.000338494578296361
42,"ranFile042.csv",0.0555478410464212,0.643238207744794,0.00295461346223975
43,"ranFile043.csv",0.331019913392088,0.216104782749369,0.16434620615875
44,"ranFile044.csv",-0.0575845852870288,0.69880511375735,0.00296016789132577
45,"ranFile045.csv",-0.238960900523438,0.0380735112683695,0.0848653829839653
46,"ranFile046.csv",-0.173760240243971,0.14400465685965,0.0364411367368925
47,"ranFile047.csv",0.0690000517935217,0.571000944261155,0.00547211198081525
48,"ranFile048.csv",-0.00767638883909015,0.952198503641006,5.2457719945322e-05
49,"ranFile049.csv",0.41428652692983,0.330415055796452,0.0729077896968288
50,"ranFile050.csv",0.140009045817216,0.248140021437187,0.01706186831964
51,"ranFile051.csv",-0.270457508660692,0.0414909269621364,0.0709084629551771
52,"ranFile052.csv",0.0274550369044409,0.915156999242424,0.000444911075063922
53,"ranFile053.csv",-0.0932762163583772,0.421053478418871,0.00682698065411462
54,"ranFile054.csv",-0.495112850120482,0.259177868359421,0.244610126948962
55,"ranFile055.csv",0.0263991730162292,0.922623363623634,0.00110738225375528
56,"ranFile056.csv",-0.0790142397719219,0.433656777502663,0.00660510714291547
57,"ranFile057.csv",0.00963881761913861,0.932335759974625,9.94286327796579e-05
58,"ranFile058.csv",-0.0908769341492763,0.601585388453413,0.00654690416900887
59,"ranFile059.csv",0.272227110193062,0.228364980462072,0.0423824144010234
60,"ranFile060.csv",-0.0667724759640709,0.555198690023234,0.00514339671847329
61,"ranFile061.csv",-0.267776494885286,0.0127401859672203,0.0944996440548031
62,"ranFile062.csv",0.0813153496104469,0.574470961346192,0.00610251492588922
63,"ranFile063.csv",0.351799758889197,0.144183521370776,0.0943940992455976
64,"ranFile064.csv",0.0577051401830736,0.665774063056242,0.00341757519879018
65,"ranFile065.csv",0.201303847551968,0.264410930746888,0.0538336534715244
66,"ranFile066.csv",0.0735292268705113,0.532390560105895,0.00536234523162618
67,"ranFile067.csv",0.188210615945153,0.0537523291700171,0.0390076419515575
68,"ranFile068.csv",0.041796476719872,0.68664720465781,0.0017769596401475
69,"ranFile069.csv",-0.220163358632112,0.101325909001388,0.0407643848113452
70,"ranFile070.csv",0.088520079995381,0.678504095603001,0.0079572689318007
71,"ranFile071.csv",-0.120587807646869,0.605354314776499,0.00900846179290503
72,"ranFile072.csv",-0.553916711631118,0.0645664115196936,0.329960886527495
73,"ranFile073.csv",0.0524050527943634,0.781773945705155,0.00289088692559021
74,"ranFile074.csv",0.0385376952849243,0.755960002090262,0.00180372258568446
75,"ranFile075.csv",0.0407545878560992,0.691657440127764,0.00166310897796617
76,"ranFile076.csv",-0.140887669439066,0.316989698483686,0.0154039494693671
77,"ranFile077.csv",-0.136827786508105,0.193979870816191,0.018073494927975
78,"ranFile078.csv",-0.056662340563421,0.816302443121581,0.0027626793521414
79,"ranFile079.csv",0.0277354856502047,0.863427839709345,0.000650039979993088
80,"ranFile080.csv",-0.0840790787104072,0.616878068409136,0.0072274202447502
81,"ranFile081.csv",-0.0832119664462044,0.680420708969796,0.00662962102980303
82,"ranFile082.csv",0.043453260297315,0.677183247686008,0.00193456289717388
83,"ranFile083.csv",0.206841189987178,0.101801188127018,0.0547955437296243
84,"ranFile084.csv",-0.0744610638301594,0.656267200817684,0.00626799253238134
85,"ranFile085.csv",-0.0159935892256918,0.887735889238495,0.000394534005576659
86,"ranFile086.csv",0.101985589467683,0.594114467620747,0.0106563682650077
87,"ranFile087.csv",0.308875085914177,0.0120596208874628,0.093076891719098
88,"ranFile088.csv",0.0568332929607913,0.664491246112088,0.00441609901965075
89,"ranFile089.csv",-0.217377809573234,0.55277000150254,0.0257449540318642
90,"ranFile090.csv",-0.212256699861059,0.185188188711026,0.0434642505050545
91,"ranFile091.csv",-0.320027139002653,0.258660762546279,0.114249796119188
92,"ranFile092.csv",0.122310964606461,0.52377102439735,0.012426965951549
93,"ranFile093.csv",-0.320049224578218,0.0062018023477906,0.109634188008242
94,"ranFile094.csv",0.148235128208175,0.142408340388272,0.0227499331920911
95,"ranFile095.csv",0.145049249940191,0.226604911481137,0.0255435085067782
96,"ranFile096.csv",0.0514856057875309,0.685147071371048,0.00217492362759645
97,"ranFile097.csv",0.121908047051176,0.527609888839611,0.0100493310510849
98,"ranFile098.csv",0.170635300248278,0.146468245180072,0.0443302757449317
99,"ranFile099.csv",-0.122494661627009,0.352595922878125,0.022776443468713
100,"ranFile100.csv",0.234714159042403,0.0263250272310891,0.0624640574481558
